trip_id,rider_usage_codes,count_code_0,count_code_2,count_code_3
10070003000641-JUNE23,['0'],1,0,0
10070003000646-JUNE23,['0'],1,0,0
10070003000653-JUNE23,['0'],1,0,0
10070003000700-JUNE23,['0'],1,0,0
10070003000708-JUNE23,['0'],1,0,0
10070003000714-JUNE23,['0'],1,0,0
10070003000721-JUNE23,['0'],1,0,0
10070003000728-JUNE23,['0'],1,0,0
10070003000735-JUNE23,['0'],1,0,0
10070003000742-JUNE23,['0'],1,0,0
10070003000749-JUNE23,['0'],1,0,0
10070003000757-JUNE23,['0'],1,0,0
10070003000804-JUNE23,['0'],1,0,0
10070003000811-JUNE23,['0'],1,0,0
10070003000818-JUNE23,['0'],1,0,0
10070003000825-JUNE23,['0'],1,0,0
10070003000833-JUNE23,['0'],1,0,0
10070003000840-JUNE23,['0'],1,0,0
10070003000848-JUNE23,['0'],1,0,0
10070003000855-JUNE23,['0'],1,0,0
10070003000902-JUNE23,['0'],1,0,0
10070003000910-JUNE23,['0'],1,0,0
10070003000917-JUNE23,['0'],1,0,0
10070003000925-JUNE23,['0'],1,0,0
10070003000933-JUNE23,['0'],1,0,0
10070003000939-JUNE23,['0'],1,0,0
10070003000947-JUNE23,['0'],1,0,0
10070003000954-JUNE23,['0'],1,0,0
10070003001002-JUNE23,['0'],1,0,0
10070003001009-JUNE23,['0'],1,0,0
10070003001017-JUNE23,['0'],1,0,0
10070003001024-JUNE23,['0'],1,0,0
10070003001032-JUNE23,['0'],1,0,0
10070003001039-JUNE23,['0'],1,0,0
10070003001047-JUNE23,['0'],1,0,0
10070003001054-JUNE23,['0'],1,0,0
10070003001102-JUNE23,['0'],1,0,0
10070003001109-JUNE23,['0'],1,0,0
10070003001117-JUNE23,['0'],1,0,0
10070003001124-JUNE23,['0'],1,0,0
10070003001132-JUNE23,['0'],1,0,0
10070003001139-JUNE23,['0'],1,0,0
10070003001147-JUNE23,['0'],1,0,0
10070003001154-JUNE23,['0'],1,0,0
10070003001203-JUNE23,['0'],1,0,0
10070003001210-JUNE23,['0'],1,0,0
10070003001219-JUNE23,['0'],1,0,0
10070003001226-JUNE23,['0'],1,0,0
10070003001234-JUNE23,['0'],1,0,0
10070003001241-JUNE23,['0'],1,0,0
10070003001249-JUNE23,['0'],1,0,0
10070003001256-JUNE23,['0'],1,0,0
10070003001304-JUNE23,['0'],1,0,0
10070003001311-JUNE23,['0'],1,0,0
10070003001319-JUNE23,['0'],1,0,0
10070003001326-JUNE23,['0'],1,0,0
10070003001334-JUNE23,['0'],1,0,0
10070003001341-JUNE23,['0'],1,0,0
10070003001349-JUNE23,['0'],1,0,0
10070003001356-JUNE23,['0'],1,0,0
10070003001404-JUNE23,['0'],1,0,0
10070003001412-JUNE23,['0'],1,0,0
10070003001420-JUNE23,['0'],1,0,0
10070003001428-JUNE23,['0'],1,0,0
10070003001436-JUNE23,['0'],1,0,0
10070003001443-JUNE23,['0'],1,0,0
10070003001451-JUNE23,['0'],1,0,0
10070003001458-JUNE23,['0'],1,0,0
10070003001506-JUNE23,['0'],1,0,0
10070003001513-JUNE23,['0'],1,0,0
10070003001521-JUNE23,['0'],1,0,0
10070003001528-JUNE23,['0'],1,0,0
10070003001536-JUNE23,['0'],1,0,0
10070003001543-JUNE23,['0'],1,0,0
10070003001551-JUNE23,['0'],1,0,0
10070003001558-JUNE23,['0'],1,0,0
10070003001614-JUNE23,['0'],1,0,0
10070003001628-JUNE23,['0'],1,0,0
10070003001636-JUNE23,['0'],1,0,0
10070003001652-JUNE23,['0'],1,0,0
10070003001716-JUNE23,['0'],1,0,0
10070003001734-JUNE23,['0'],1,0,0
10070003001746-JUNE23,['0'],1,0,0
10070003001800-JUNE23,['0'],1,0,0
10070003001833-JUNE23,['0'],1,0,0
10070003001849-JUNE23,['0'],1,0,0
10070003001932-JUNE23,['0'],1,0,0
10070003002008-JUNE23,['0'],1,0,0
10070003002033-JUNE23,['0'],1,0,0
10070003002138-JUNE23,['0'],1,0,0
10070003002239-JUNE23,['0'],1,0,0
10070003002339-JUNE23,['0'],1,0,0
10070003002439-JUNE23,['0'],1,0,0
10070003002539-JUNE23,['0'],1,0,0
10070003002639-JUNE23,['0'],1,0,0
10070003020450-JUNE23,['0'],1,0,0
10070003020509-JUNE23,['0'],1,0,0
10070003020524-JUNE23,['0'],1,0,0
10070003020534-JUNE23,['0'],1,0,0
10070003020544-JUNE23,['0'],1,0,0
10070003020552-JUNE23,['0'],1,0,0
10070003020559-JUNE23,['0'],1,0,0
10070003020606-JUNE23,['0'],1,0,0
10070003020612-JUNE23,['0'],1,0,0
10070003020620-JUNE23,['0'],1,0,0
10070003020627-JUNE23,['0'],1,0,0
10070003020634-JUNE23,['0'],1,0,0
10070003020641-JUNE23,['0'],1,0,0
10070003020649-JUNE23,['0'],1,0,0
10070003020657-JUNE23,['0'],1,0,0
10070003020703-JUNE23,['0'],1,0,0
10070003020711-JUNE23,['0'],1,0,0
10070003020718-JUNE23,['0'],1,0,0
10070003020724-JUNE23,['0'],1,0,0
10070003020732-JUNE23,['0'],1,0,0
10070003020740-JUNE23,['0'],1,0,0
10070003020748-JUNE23,['0'],1,0,0
10070003020755-JUNE23,['0'],1,0,0
10070003020803-JUNE23,['0'],1,0,0
10070003020810-JUNE23,['0'],1,0,0
10070003020818-JUNE23,['0'],1,0,0
10070003020825-JUNE23,['0'],1,0,0
10070003020833-JUNE23,['0'],1,0,0
10070003020840-JUNE23,['0'],1,0,0
10070003020848-JUNE23,['0'],1,0,0
10070003020853-JUNE23,['0'],1,0,0
10070003020900-JUNE23,['0'],1,0,0
10070003020907-JUNE23,['0'],1,0,0
10070003020915-JUNE23,['0'],1,0,0
10070003020922-JUNE23,['0'],1,0,0
10070003020930-JUNE23,['0'],1,0,0
10070003020937-JUNE23,['0'],1,0,0
10070003020944-JUNE23,['0'],1,0,0
10070003020951-JUNE23,['0'],1,0,0
10070003020959-JUNE23,['0'],1,0,0
10070003021006-JUNE23,['0'],1,0,0
10070003021015-JUNE23,['0'],1,0,0
10070003021022-JUNE23,['0'],1,0,0
10070003021030-JUNE23,['0'],1,0,0
10070003021037-JUNE23,['0'],1,0,0
10070003021044-JUNE23,['0'],1,0,0
10070003021051-JUNE23,['0'],1,0,0
10070003021059-JUNE23,['0'],1,0,0
10070003021106-JUNE23,['0'],1,0,0
10070003021113-JUNE23,['0'],1,0,0
10070003021120-JUNE23,['0'],1,0,0
10070003021127-JUNE23,['0'],1,0,0
10070003021134-JUNE23,['0'],1,0,0
10070003021142-JUNE23,['0'],1,0,0
10070003021149-JUNE23,['0'],1,0,0
10070003021157-JUNE23,['0'],1,0,0
10070003021204-JUNE23,['0'],1,0,0
10070003021212-JUNE23,['0'],1,0,0
10070003021219-JUNE23,['0'],1,0,0
10070003021227-JUNE23,['0'],1,0,0
10070003021234-JUNE23,['0'],1,0,0
10070003021242-JUNE23,['0'],1,0,0
10070003021249-JUNE23,['0'],1,0,0
10070003021257-JUNE23,['0'],1,0,0
10070003021304-JUNE23,['0'],1,0,0
10070003021312-JUNE23,['0'],1,0,0
10070003021319-JUNE23,['0'],1,0,0
10070003021327-JUNE23,['0'],1,0,0
10070003021334-JUNE23,['0'],1,0,0
10070003021341-JUNE23,['0'],1,0,0
10070003021348-JUNE23,['0'],1,0,0
10070003021356-JUNE23,['0'],1,0,0
10070003021403-JUNE23,['0'],1,0,0
10070003021411-JUNE23,['0'],1,0,0
10070003021419-JUNE23,['0'],1,0,0
10070003021427-JUNE23,['0'],1,0,0
10070003021434-JUNE23,['0'],1,0,0
10070003021442-JUNE23,['0'],1,0,0
10070003021449-JUNE23,['0'],1,0,0
10070003021457-JUNE23,['0'],1,0,0
10070003021504-JUNE23,['0'],1,0,0
10070003021512-JUNE23,['0'],1,0,0
10070003021520-JUNE23,['0'],1,0,0
10070003021528-JUNE23,['0'],1,0,0
10070003021536-JUNE23,['0'],1,0,0
10070003021543-JUNE23,['0'],1,0,0
10070003021550-JUNE23,['0'],1,0,0
10070003021558-JUNE23,['0'],1,0,0
10070003021605-JUNE23,['0'],1,0,0
10070003021612-JUNE23,['0'],1,0,0
10070003021619-JUNE23,['0'],1,0,0
10070003021626-JUNE23,['0'],1,0,0
10070003021633-JUNE23,['0'],1,0,0
10070003021640-JUNE23,['0'],1,0,0
10070003021647-JUNE23,['0'],1,0,0
10070003021654-JUNE23,['0'],1,0,0
10070003021702-JUNE23,['0'],1,0,0
10070003021709-JUNE23,['0'],1,0,0
10070003021716-JUNE23,['0'],1,0,0
10070003021723-JUNE23,['0'],1,0,0
10070003021731-JUNE23,['0'],1,0,0
10070003021739-JUNE23,['0'],1,0,0
10070003021747-JUNE23,['0'],1,0,0
10070003021757-JUNE23,['0'],1,0,0
10070003021810-JUNE23,['0'],1,0,0
10070003021823-JUNE23,['0'],1,0,0
10070003021835-JUNE23,['0'],1,0,0
10070003021847-JUNE23,['0'],1,0,0
10070003021902-JUNE23,['0'],1,0,0
10070003021917-JUNE23,['0'],1,0,0
10070003021931-JUNE23,['0'],1,0,0
10070003021947-JUNE23,['0'],1,0,0
10070003022002-JUNE23,['0'],1,0,0
10070003022019-JUNE23,['0'],1,0,0
10070003022039-JUNE23,['0'],1,0,0
10076001950508-JUNE23,['0'],1,0,0
10076001950533-JUNE23,['0'],1,0,0
10076001950551-JUNE23,['0'],1,0,0
10076001950604-JUNE23,['0'],1,0,0
10076001950619-JUNE23,['0'],1,0,0
10076001950633-JUNE23,['0'],1,0,0
10076001950648-JUNE23,['0'],1,0,0
10076001950701-JUNE23,['0'],1,0,0
10076001950716-JUNE23,['0'],1,0,0
10076001950730-JUNE23,['0'],1,0,0
10076001950745-JUNE23,['0'],1,0,0
10076001950800-JUNE23,['0'],1,0,0
10076001950815-JUNE23,['0'],1,0,0
10076001950830-JUNE23,['0'],1,0,0
10076001950845-JUNE23,['0'],1,0,0
10076001950900-JUNE23,['0'],1,0,0
10076001950915-JUNE23,['0'],1,0,0
10076001950929-JUNE23,['0'],1,0,0
10076001950944-JUNE23,['0'],1,0,0
10076001950959-JUNE23,['0'],1,0,0
10076001951014-JUNE23,['0'],1,0,0
10076001951028-JUNE23,['0'],1,0,0
10076001951043-JUNE23,['0'],1,0,0
10076001951058-JUNE23,['0'],1,0,0
10076001951113-JUNE23,['0'],1,0,0
10076001951128-JUNE23,['0'],1,0,0
10076001951143-JUNE23,['0'],1,0,0
10076001951158-JUNE23,['0'],1,0,0
10076001951213-JUNE23,['0'],1,0,0
10076001951228-JUNE23,['0'],1,0,0
10076001951243-JUNE23,['0'],1,0,0
10076001951258-JUNE23,['0'],1,0,0
10076001951313-JUNE23,['0'],1,0,0
10076001951327-JUNE23,['0'],1,0,0
10076001951342-JUNE23,['0'],1,0,0
10076001951357-JUNE23,['0'],1,0,0
10076001951412-JUNE23,['0'],1,0,0
10076001951427-JUNE23,['0'],1,0,0
10076001951442-JUNE23,['0'],1,0,0
10076001951457-JUNE23,['0'],1,0,0
10076001951512-JUNE23,['0'],1,0,0
10076001951527-JUNE23,['0'],1,0,0
10076001951542-JUNE23,['0'],1,0,0
10076001951557-JUNE23,['0'],1,0,0
10076001951612-JUNE23,['0'],1,0,0
10076001951627-JUNE23,['0'],1,0,0
10076001951642-JUNE23,['0'],1,0,0
10076001951657-JUNE23,['0'],1,0,0
10076001951712-JUNE23,['0'],1,0,0
10076001951733-JUNE23,['0'],1,0,0
10076001951755-JUNE23,['0'],1,0,0
10076001951821-JUNE23,['0'],1,0,0
10076001951856-JUNE23,['0'],1,0,0
10076001951932-JUNE23,['0'],1,0,0
10076001952009-JUNE23,['0'],1,0,0
10076001962105-JUNE23,['0'],1,0,0
10076001962205-JUNE23,['0'],1,0,0
10076001962305-JUNE23,['0'],1,0,0
10076001962405-JUNE23,['0'],1,0,0
10076001962505-JUNE23,['0'],1,0,0
10076001962605-JUNE23,['0'],1,0,0
10076001962705-JUNE23,['0'],1,0,0
10076001962805-JUNE23,['0'],1,0,0
10076002000356-JUNE23,['0'],1,0,0
10076002000438-JUNE23,['0'],1,0,0
10076002000504-JUNE23,['0'],1,0,0
10076002000526-JUNE23,['0'],1,0,0
10076002000544-JUNE23,['0'],1,0,0
10076002000557-JUNE23,['0'],1,0,0
10076002000612-JUNE23,['0'],1,0,0
10076002000627-JUNE23,['0'],1,0,0
10076002000640-JUNE23,['0'],1,0,0
10076002000653-JUNE23,['0'],1,0,0
10076002000708-JUNE23,['0'],1,0,0
10076002000723-JUNE23,['0'],1,0,0
10076002000738-JUNE23,['0'],1,0,0
10076002000752-JUNE23,['0'],1,0,0
10076002000807-JUNE23,['0'],1,0,0
10076002000822-JUNE23,['0'],1,0,0
10076002000836-JUNE23,['0'],1,0,0
10076002000851-JUNE23,['0'],1,0,0
10076002000905-JUNE23,['0'],1,0,0
10076002000919-JUNE23,['0'],1,0,0
10076002000934-JUNE23,['0'],1,0,0
10076002000948-JUNE23,['0'],1,0,0
10076002001003-JUNE23,['0'],1,0,0
10076002001018-JUNE23,['0'],1,0,0
10076002001033-JUNE23,['0'],1,0,0
10076002001047-JUNE23,['0'],1,0,0
10076002001102-JUNE23,['0'],1,0,0
10076002001117-JUNE23,['0'],1,0,0
10076002001132-JUNE23,['0'],1,0,0
10076002001147-JUNE23,['0'],1,0,0
10076002001202-JUNE23,['0'],1,0,0
10076002001217-JUNE23,['0'],1,0,0
10076002001232-JUNE23,['0'],1,0,0
10076002001247-JUNE23,['0'],1,0,0
10076002001302-JUNE23,['0'],1,0,0
10076002001317-JUNE23,['0'],1,0,0
10076002001332-JUNE23,['0'],1,0,0
10076002001347-JUNE23,['0'],1,0,0
10076002001402-JUNE23,['0'],1,0,0
10076002001417-JUNE23,['0'],1,0,0
10076002001432-JUNE23,['0'],1,0,0
10076002001447-JUNE23,['0'],1,0,0
10076002001502-JUNE23,['0'],1,0,0
10076002001517-JUNE23,['0'],1,0,0
10076002001547-JUNE23,['0'],1,0,0
10076002001602-JUNE23,['0'],1,0,0
10076002001633-JUNE23,['0'],1,0,0
10076002001703-JUNE23,['0'],1,0,0
10076002001739-JUNE23,['0'],1,0,0
10076002001914-JUNE23,['0'],1,0,0
10076002002040-JUNE23,['0'],1,0,0
10076002002138-JUNE23,['0'],1,0,0
10076002002235-JUNE23,['0'],1,0,0
10076002002337-JUNE23,['0'],1,0,0
10076002002438-JUNE23,['0'],1,0,0
10076002002538-JUNE23,['0'],1,0,0
10076002002638-JUNE23,['0'],1,0,0
10078004980550-JUNE23,['0'],1,0,0
10078004980610-JUNE23,['0'],1,0,0
10078004980629-JUNE23,['0'],1,0,0
10078004980649-JUNE23,['0'],1,0,0
10078004980708-JUNE23,['0'],1,0,0
10078004980727-JUNE23,['0'],1,0,0
10078004980747-JUNE23,['0'],1,0,0
10078004980806-JUNE23,['0'],1,0,0
10078004980826-JUNE23,['0'],1,0,0
10078004980846-JUNE23,['0'],1,0,0
10078004980906-JUNE23,['0'],1,0,0
10078004980926-JUNE23,['0'],1,0,0
10078004980946-JUNE23,['0'],1,0,0
10078004981005-JUNE23,['0'],1,0,0
10078004981025-JUNE23,['0'],1,0,0
10078004981045-JUNE23,['0'],1,0,0
10078004981105-JUNE23,['0'],1,0,0
10078004981124-JUNE23,['0'],1,0,0
10078004981144-JUNE23,['0'],1,0,0
10078004981204-JUNE23,['0'],1,0,0
10078004981224-JUNE23,['0'],1,0,0
10078004981244-JUNE23,['0'],1,0,0
10078004981304-JUNE23,['0'],1,0,0
10078004981324-JUNE23,['0'],1,0,0
10078004981344-JUNE23,['0'],1,0,0
10078004981404-JUNE23,['0'],1,0,0
10078004981424-JUNE23,['0'],1,0,0
10078004981444-JUNE23,['0'],1,0,0
10078004981504-JUNE23,['0'],1,0,0
10078004981524-JUNE23,['0'],1,0,0
10078004981544-JUNE23,['0'],1,0,0
10078004981604-JUNE23,['0'],1,0,0
10078004981624-JUNE23,['0'],1,0,0
10078004981644-JUNE23,['0'],1,0,0
10078004981704-JUNE23,['0'],1,0,0
10078004981724-JUNE23,['0'],1,0,0
10078004981745-JUNE23,['0'],1,0,0
10078004981806-JUNE23,['0'],1,0,0
10078004981832-JUNE23,['0'],1,0,0
10078005220615-JUNE23,['0'],1,0,0
10078005220635-JUNE23,['0'],1,0,0
10078005220654-JUNE23,['0'],1,0,0
10078005220714-JUNE23,['0'],1,0,0
10078005220734-JUNE23,['0'],1,0,0
10078005220754-JUNE23,['0'],1,0,0
10078005220814-JUNE23,['0'],1,0,0
10078005220834-JUNE23,['0'],1,0,0
10078005220854-JUNE23,['0'],1,0,0
10078005220914-JUNE23,['0'],1,0,0
10078005220933-JUNE23,['0'],1,0,0
10078005220953-JUNE23,['0'],1,0,0
10078005221013-JUNE23,['0'],1,0,0
10078005221033-JUNE23,['0'],1,0,0
10078005221052-JUNE23,['0'],1,0,0
10078005221112-JUNE23,['0'],1,0,0
10078005221132-JUNE23,['0'],1,0,0
10078005221151-JUNE23,['0'],1,0,0
10078005221211-JUNE23,['0'],1,0,0
10078005221231-JUNE23,['0'],1,0,0
10078005221251-JUNE23,['0'],1,0,0
10078005221311-JUNE23,['0'],1,0,0
10078005221331-JUNE23,['0'],1,0,0
10078005221351-JUNE23,['0'],1,0,0
10078005221411-JUNE23,['0'],1,0,0
10078005221431-JUNE23,['0'],1,0,0
10078005221451-JUNE23,['0'],1,0,0
10078005221511-JUNE23,['0'],1,0,0
10078005221531-JUNE23,['0'],1,0,0
10078005221551-JUNE23,['0'],1,0,0
10078005221611-JUNE23,['0'],1,0,0
10078005221631-JUNE23,['0'],1,0,0
10078005221651-JUNE23,['0'],1,0,0
10078005221712-JUNE23,['0'],1,0,0
10078005221732-JUNE23,['0'],1,0,0
10078005221756-JUNE23,['0'],1,0,0
10078005221824-JUNE23,['0'],1,0,0
10078005221958-JUNE23,['0'],1,0,0
10078005270408-JUNE23,['0' '2'],1,1,0
10078005270436-JUNE23,['0' '2'],1,1,0
10078005270503-JUNE23,['0' '2'],1,1,0
10078005270528-JUNE23,['0' '2'],1,1,0
10078005270542-JUNE23,['0' '2'],1,1,0
10078005270603-JUNE23,['0' '2'],1,1,0
10078005270623-JUNE23,['0' '2'],1,1,0
10078005270642-JUNE23,['0' '2'],1,1,0
10078005270702-JUNE23,['0' '2'],1,1,0
10078005270722-JUNE23,['0' '2'],1,1,0
10078005270742-JUNE23,['0' '2'],1,1,0
10078005270801-JUNE23,['0' '2'],1,1,0
10078005270821-JUNE23,['0' '2'],1,1,0
10078005270841-JUNE23,['0' '2'],1,1,0
10078005270901-JUNE23,['0' '2'],1,1,0
10078005270921-JUNE23,['0' '2'],1,1,0
10078005270941-JUNE23,['0' '2'],1,1,0
10078005271000-JUNE23,['0' '2'],1,1,0
10078005271020-JUNE23,['0' '2'],1,1,0
10078005271039-JUNE23,['0' '2'],1,1,0
10078005271059-JUNE23,['0' '2'],1,1,0
10078005271118-JUNE23,['0' '2'],1,1,0
10078005271138-JUNE23,['0' '2'],1,1,0
10078005271158-JUNE23,['0' '2'],1,1,0
10078005271218-JUNE23,['0' '2'],1,1,0
10078005271238-JUNE23,['0' '2'],1,1,0
10078005271258-JUNE23,['0' '2'],1,1,0
10078005271318-JUNE23,['0' '2'],1,1,0
10078005271337-JUNE23,['0' '2'],1,1,0
10078005271357-JUNE23,['0' '2'],1,1,0
10078005271417-JUNE23,['0' '2'],1,1,0
10078005271437-JUNE23,['0' '2'],1,1,0
10078005271457-JUNE23,['0' '2'],1,1,0
10078005271517-JUNE23,['0' '2'],1,1,0
10078005271538-JUNE23,['0' '2'],1,1,0
10078005271558-JUNE23,['0' '2'],1,1,0
10078005271618-JUNE23,['0' '2'],1,1,0
10078005271638-JUNE23,['0' '2'],1,1,0
10078005271747-JUNE23,['0' '2'],1,1,0
10078005271817-JUNE23,['0' '2'],1,1,0
10078005271849-JUNE23,['0' '2'],1,1,0
10078005280458-JUNE23,['0' '2'],1,1,0
10078005280519-JUNE23,['0' '2'],1,1,0
10078005280536-JUNE23,['0' '2'],1,1,0
10078005280600-JUNE23,['0' '2'],1,1,0
10078005280620-JUNE23,['0' '2'],1,1,0
10078005280639-JUNE23,['0' '2'],1,1,0
10078005280659-JUNE23,['0' '2'],1,1,0
10078005280718-JUNE23,['0' '2'],1,1,0
10078005280737-JUNE23,['0' '2'],1,1,0
10078005280756-JUNE23,['0' '2'],1,1,0
10078005280816-JUNE23,['0' '2'],1,1,0
10078005280836-JUNE23,['0' '2'],1,1,0
10078005280856-JUNE23,['0' '2'],1,1,0
10078005280916-JUNE23,['0' '2'],1,1,0
10078005280936-JUNE23,['0' '2'],1,1,0
10078005280956-JUNE23,['0' '2'],1,1,0
10078005281015-JUNE23,['0' '2'],1,1,0
10078005281035-JUNE23,['0' '2'],1,1,0
10078005281055-JUNE23,['0' '2'],1,1,0
10078005281114-JUNE23,['0' '2'],1,1,0
10078005281134-JUNE23,['0' '2'],1,1,0
10078005281154-JUNE23,['0' '2'],1,1,0
10078005281214-JUNE23,['0' '2'],1,1,0
10078005281234-JUNE23,['0' '2'],1,1,0
10078005281254-JUNE23,['0' '2'],1,1,0
10078005281314-JUNE23,['0' '2'],1,1,0
10078005281334-JUNE23,['0' '2'],1,1,0
10078005281354-JUNE23,['0' '2'],1,1,0
10078005281414-JUNE23,['0' '2'],1,1,0
10078005281434-JUNE23,['0' '2'],1,1,0
10078005281454-JUNE23,['0' '2'],1,1,0
10078005281514-JUNE23,['0' '2'],1,1,0
10078005281534-JUNE23,['0' '2'],1,1,0
10078005281554-JUNE23,['0' '2'],1,1,0
10078005281614-JUNE23,['0' '2'],1,1,0
10078005281634-JUNE23,['0' '2'],1,1,0
10078005281654-JUNE23,['0' '2'],1,1,0
10078005281714-JUNE23,['0' '2'],1,1,0
10078005281734-JUNE23,['0' '2'],1,1,0
10078005281756-JUNE23,['0' '2'],1,1,0
10078005281816-JUNE23,['0' '2'],1,1,0
10078005281847-JUNE23,['0' '2'],1,1,0
10078005281903-JUNE23,['0' '2'],1,1,0
10078005281919-JUNE23,['0' '2'],1,1,0
10078005281936-JUNE23,['0' '2'],1,1,0
10078005281956-JUNE23,['0' '2'],1,1,0
10078005282026-JUNE23,['0' '2'],1,1,0
10078005282107-JUNE23,['0' '2'],1,1,0
10078005291658-JUNE23,['2'],0,1,0
10078005291721-JUNE23,['2'],0,1,0
10078005291921-JUNE23,['2'],0,1,0
10078005291959-JUNE23,['2'],0,1,0
10078005292025-JUNE23,['2'],0,1,0
10078005302058-JUNE23,['2'],0,1,0
10078005302202-JUNE23,['2'],0,1,0
10078005302303-JUNE23,['2'],0,1,0
10078005302403-JUNE23,['2'],0,1,0
10078005312212-JUNE23,['2'],0,1,0
10078005312312-JUNE23,['2'],0,1,0
10078005312412-JUNE23,['2'],0,1,0
10078005312512-JUNE23,['2'],0,1,0
10081003262426-JUNE23,['0'],1,0,0
10081003272549-JUNE23,['0'],1,0,0
10081003272649-JUNE23,['0'],1,0,0
10081003272749-JUNE23,['0'],1,0,0
10081003282531-JUNE23,['0'],1,0,0
10081003282631-JUNE23,['0'],1,0,0
10081003282731-JUNE23,['0'],1,0,0
10090003550413-JUNE23,['0'],1,0,0
10090003550441-JUNE23,['0'],1,0,0
10090003560435-JUNE23,['0'],1,0,0
10090003560453-JUNE23,['0'],1,0,0
10090003560513-JUNE23,['0'],1,0,0
10090003560528-JUNE23,['0'],1,0,0
10090003560546-JUNE23,['0'],1,0,0
10090003560603-JUNE23,['0'],1,0,0
10090003560619-JUNE23,['0'],1,0,0
10090003560638-JUNE23,['0'],1,0,0
10090003560655-JUNE23,['0'],1,0,0
10090003560714-JUNE23,['0'],1,0,0
10090003560732-JUNE23,['0'],1,0,0
10090003560753-JUNE23,['0'],1,0,0
10090003560813-JUNE23,['0'],1,0,0
10090003560833-JUNE23,['0'],1,0,0
10090003560852-JUNE23,['0'],1,0,0
10090003560913-JUNE23,['0'],1,0,0
10090003560933-JUNE23,['0'],1,0,0
10090003560951-JUNE23,['0'],1,0,0
10090003561011-JUNE23,['0'],1,0,0
10090003561031-JUNE23,['0'],1,0,0
10090003561050-JUNE23,['0'],1,0,0
10090003561110-JUNE23,['0'],1,0,0
10090003561129-JUNE23,['0'],1,0,0
10090003561148-JUNE23,['0'],1,0,0
10090003561208-JUNE23,['0'],1,0,0
10090003561228-JUNE23,['0'],1,0,0
10090003561248-JUNE23,['0'],1,0,0
10090003561308-JUNE23,['0'],1,0,0
10090003561328-JUNE23,['0'],1,0,0
10090003561347-JUNE23,['0'],1,0,0
10090003561407-JUNE23,['0'],1,0,0
10090003561427-JUNE23,['0'],1,0,0
10090003561447-JUNE23,['0'],1,0,0
10090003561507-JUNE23,['0'],1,0,0
10090003561527-JUNE23,['0'],1,0,0
10090003561548-JUNE23,['0'],1,0,0
10090003561608-JUNE23,['0'],1,0,0
10090003561628-JUNE23,['0'],1,0,0
10090003561650-JUNE23,['0'],1,0,0
10090003561712-JUNE23,['0'],1,0,0
10090003561734-JUNE23,['0'],1,0,0
10090003561754-JUNE23,['0'],1,0,0
10090003561819-JUNE23,['0'],1,0,0
10090003561840-JUNE23,['0'],1,0,0
10090003561902-JUNE23,['0'],1,0,0
10090003561931-JUNE23,['0'],1,0,0
10090003590454-JUNE23,['0'],1,0,0
10090003590517-JUNE23,['0'],1,0,0
10090003590537-JUNE23,['0'],1,0,0
10090003590555-JUNE23,['0'],1,0,0
10090003590613-JUNE23,['0'],1,0,0
10090003590631-JUNE23,['0'],1,0,0
10090003590651-JUNE23,['0'],1,0,0
10090003590710-JUNE23,['0'],1,0,0
10090003590729-JUNE23,['0'],1,0,0
10090003590748-JUNE23,['0'],1,0,0
10090003590809-JUNE23,['0'],1,0,0
10090003590830-JUNE23,['0'],1,0,0
10090003590850-JUNE23,['0'],1,0,0
10090003590909-JUNE23,['0'],1,0,0
10090003590929-JUNE23,['0'],1,0,0
10090003590949-JUNE23,['0'],1,0,0
10090003591009-JUNE23,['0'],1,0,0
10090003591029-JUNE23,['0'],1,0,0
10090003591049-JUNE23,['0'],1,0,0
10090003591108-JUNE23,['0'],1,0,0
10090003591128-JUNE23,['0'],1,0,0
10090003591148-JUNE23,['0'],1,0,0
10090003591208-JUNE23,['0'],1,0,0
10090003591228-JUNE23,['0'],1,0,0
10090003591248-JUNE23,['0'],1,0,0
10090003591307-JUNE23,['0'],1,0,0
10090003591327-JUNE23,['0'],1,0,0
10090003591347-JUNE23,['0'],1,0,0
10090003591406-JUNE23,['0'],1,0,0
10090003591426-JUNE23,['0'],1,0,0
10090003591446-JUNE23,['0'],1,0,0
10090003591506-JUNE23,['0'],1,0,0
10090003591525-JUNE23,['0'],1,0,0
10090003591545-JUNE23,['0'],1,0,0
10090003591604-JUNE23,['0'],1,0,0
10090003591624-JUNE23,['0'],1,0,0
10090003591644-JUNE23,['0'],1,0,0
10090003591704-JUNE23,['0'],1,0,0
10090003591726-JUNE23,['0'],1,0,0
10090003591747-JUNE23,['0'],1,0,0
10090003591808-JUNE23,['0'],1,0,0
10090003591830-JUNE23,['0'],1,0,0
10090003591851-JUNE23,['0'],1,0,0
10090003591913-JUNE23,['0'],1,0,0
10090003591938-JUNE23,['0'],1,0,0
10090003592007-JUNE23,['0'],1,0,0
10090003592037-JUNE23,['0'],1,0,0
10092002742102-JUNE23,['0'],1,0,0
10092002742204-JUNE23,['0'],1,0,0
10092002750531-JUNE23,['0'],1,0,0
10092002751810-JUNE23,['0'],1,0,0
10092002751842-JUNE23,['0'],1,0,0
10092002751916-JUNE23,['0'],1,0,0
10092002752011-JUNE23,['0'],1,0,0
10092003010420-JUNE23,['0'],1,0,0
10092003031522-JUNE23,['0'],1,0,0
10092003031602-JUNE23,['0'],1,0,0
10092003031643-JUNE23,['0'],1,0,0
