trip_id,rider_usage_codes,count_code_0,count_code_2,count_code_3
60016004341956-JUNE23,['0'],1,0,0
60016004342027-JUNE23,['0'],1,0,0
60016004342128-JUNE23,['0'],1,0,0
60016004342200-JUNE23,['0'],1,0,0
60016004342230-JUNE23,['0'],1,0,0
60016004342301-JUNE23,['0'],1,0,0
60016004342331-JUNE23,['0'],1,0,0
60016004342419-JUNE23,['0'],1,0,0
60016004342519-JUNE23,['0'],1,0,0
60016004342619-JUNE23,['0'],1,0,0
60018003252021-JUNE23,['0'],1,0,0
60018003252123-JUNE23,['0'],1,0,0
60018003252227-JUNE23,['0'],1,0,0
60018003252327-JUNE23,['0'],1,0,0
60018003280331-JUNE23,['0'],1,0,0
60018003290425-JUNE23,['0'],1,0,0
60018003290445-JUNE23,['0'],1,0,0
60018003290503-JUNE23,['0'],1,0,0
60018003290518-JUNE23,['0'],1,0,0
60018003290533-JUNE23,['0'],1,0,0
60018003291832-JUNE23,['0'],1,0,0
60018003291843-JUNE23,['0'],1,0,0
60018003291853-JUNE23,['0'],1,0,0
60018003291903-JUNE23,['0'],1,0,0
60018003291913-JUNE23,['0'],1,0,0
60018003291923-JUNE23,['0'],1,0,0
60018003291933-JUNE23,['0'],1,0,0
60018003291945-JUNE23,['0'],1,0,0
60018003292010-JUNE23,['0'],1,0,0
60018003292107-JUNE23,['0'],1,0,0
60018003292209-JUNE23,['0'],1,0,0
60018003292315-JUNE23,['0'],1,0,0
60018003302033-JUNE23,['0'],1,0,0
60018003302139-JUNE23,['0'],1,0,0
60018003302239-JUNE23,['0'],1,0,0
60018003302346-JUNE23,['0'],1,0,0
60018003320548-JUNE23,['0'],1,0,0
60018003320606-JUNE23,['0'],1,0,0
60018003320621-JUNE23,['0'],1,0,0
60018003320636-JUNE23,['0'],1,0,0
60018003320650-JUNE23,['0'],1,0,0
60018003320705-JUNE23,['0'],1,0,0
60018003320720-JUNE23,['0'],1,0,0
60018003320735-JUNE23,['0'],1,0,0
60018003320748-JUNE23,['0'],1,0,0
60018003320801-JUNE23,['0'],1,0,0
60018003320816-JUNE23,['0'],1,0,0
60018003320833-JUNE23,['0'],1,0,0
60018003320848-JUNE23,['0'],1,0,0
60018003320901-JUNE23,['0'],1,0,0
60018003320916-JUNE23,['0'],1,0,0
60018003320931-JUNE23,['0'],1,0,0
60018003320946-JUNE23,['0'],1,0,0
60018003321001-JUNE23,['0'],1,0,0
60018003321016-JUNE23,['0'],1,0,0
60018003321031-JUNE23,['0'],1,0,0
60018003321046-JUNE23,['0'],1,0,0
60018003321101-JUNE23,['0'],1,0,0
60018003321116-JUNE23,['0'],1,0,0
60018003321131-JUNE23,['0'],1,0,0
60018003321146-JUNE23,['0'],1,0,0
60018003321201-JUNE23,['0'],1,0,0
60018003321216-JUNE23,['0'],1,0,0
60018003321231-JUNE23,['0'],1,0,0
60018003321246-JUNE23,['0'],1,0,0
60018003321301-JUNE23,['0'],1,0,0
60018003321316-JUNE23,['0'],1,0,0
60018003321331-JUNE23,['0'],1,0,0
60018003321346-JUNE23,['0'],1,0,0
60018003321401-JUNE23,['0'],1,0,0
60018003321416-JUNE23,['0'],1,0,0
60018003321431-JUNE23,['0'],1,0,0
60018003321446-JUNE23,['0'],1,0,0
60018003321501-JUNE23,['0'],1,0,0
60018003321516-JUNE23,['0'],1,0,0
60018003321531-JUNE23,['0'],1,0,0
60018003321546-JUNE23,['0'],1,0,0
60018003321601-JUNE23,['0'],1,0,0
60018003321616-JUNE23,['0'],1,0,0
60018003321631-JUNE23,['0'],1,0,0
60018003321645-JUNE23,['0'],1,0,0
60018003321701-JUNE23,['0'],1,0,0
60018003321716-JUNE23,['0'],1,0,0
60018003321731-JUNE23,['0'],1,0,0
60018003321746-JUNE23,['0'],1,0,0
60018003321802-JUNE23,['0'],1,0,0
60018003321822-JUNE23,['0'],1,0,0
60018003360421-JUNE23,['0'],1,0,0
60018003360459-JUNE23,['0'],1,0,0
60018003360519-JUNE23,['0'],1,0,0
60018003360538-JUNE23,['0'],1,0,0
60018003360606-JUNE23,['0'],1,0,0
60018003361731-JUNE23,['0'],1,0,0
60018003361741-JUNE23,['0'],1,0,0
60018003361752-JUNE23,['0'],1,0,0
60018003361803-JUNE23,['0'],1,0,0
60018003361817-JUNE23,['0'],1,0,0
60018003361837-JUNE23,['0'],1,0,0
60018003361857-JUNE23,['0'],1,0,0
60018003361917-JUNE23,['0'],1,0,0
60018003361938-JUNE23,['0'],1,0,0
60018003361958-JUNE23,['0'],1,0,0
60018003362048-JUNE23,['0'],1,0,0
60018003362156-JUNE23,['0'],1,0,0
60018003362259-JUNE23,['0'],1,0,0
60018003370629-JUNE23,['0'],1,0,0
60018003370644-JUNE23,['0'],1,0,0
60018003370659-JUNE23,['0'],1,0,0
60018003370714-JUNE23,['0'],1,0,0
60018003370727-JUNE23,['0'],1,0,0
60018003370740-JUNE23,['0'],1,0,0
60018003370755-JUNE23,['0'],1,0,0
60018003370810-JUNE23,['0'],1,0,0
60018003370824-JUNE23,['0'],1,0,0
60018003370838-JUNE23,['0'],1,0,0
60018003370852-JUNE23,['0'],1,0,0
60018003370906-JUNE23,['0'],1,0,0
60018003370921-JUNE23,['0'],1,0,0
60018003370934-JUNE23,['0'],1,0,0
60018003370949-JUNE23,['0'],1,0,0
60018003371004-JUNE23,['0'],1,0,0
60018003371019-JUNE23,['0'],1,0,0
60018003371034-JUNE23,['0'],1,0,0
60018003371049-JUNE23,['0'],1,0,0
60018003371103-JUNE23,['0'],1,0,0
60018003371118-JUNE23,['0'],1,0,0
60018003371133-JUNE23,['0'],1,0,0
60018003371148-JUNE23,['0'],1,0,0
60018003371203-JUNE23,['0'],1,0,0
60018003371218-JUNE23,['0'],1,0,0
60018003371233-JUNE23,['0'],1,0,0
60018003371248-JUNE23,['0'],1,0,0
60018003371303-JUNE23,['0'],1,0,0
60018003371318-JUNE23,['0'],1,0,0
60018003371333-JUNE23,['0'],1,0,0
60018003371348-JUNE23,['0'],1,0,0
60018003371403-JUNE23,['0'],1,0,0
60018003371418-JUNE23,['0'],1,0,0
60018003371433-JUNE23,['0'],1,0,0
60018003371448-JUNE23,['0'],1,0,0
60018003371503-JUNE23,['0'],1,0,0
60018003371518-JUNE23,['0'],1,0,0
60018003371533-JUNE23,['0'],1,0,0
60018003371548-JUNE23,['0'],1,0,0
60018003371603-JUNE23,['0'],1,0,0
60018003371618-JUNE23,['0'],1,0,0
60018003371635-JUNE23,['0'],1,0,0
60018003371650-JUNE23,['0'],1,0,0
60018003371705-JUNE23,['0'],1,0,0
60018003371719-JUNE23,['0'],1,0,0
60018003371734-JUNE23,['0'],1,0,0
60018003390553-JUNE23,['2'],0,1,0
60018003390613-JUNE23,['2'],0,1,0
60018003390628-JUNE23,['2'],0,1,0
60018003390643-JUNE23,['2'],0,1,0
60018003390657-JUNE23,['2'],0,1,0
60018003390711-JUNE23,['2'],0,1,0
60018003390724-JUNE23,['2'],0,1,0
60018003390738-JUNE23,['2'],0,1,0
60018003390753-JUNE23,['2'],0,1,0
60018003390807-JUNE23,['2'],0,1,0
60018003390821-JUNE23,['2'],0,1,0
60018003390836-JUNE23,['2'],0,1,0
60018003390849-JUNE23,['2'],0,1,0
60018003390902-JUNE23,['2'],0,1,0
60018003390916-JUNE23,['2'],0,1,0
60018003390930-JUNE23,['2'],0,1,0
60018003390945-JUNE23,['2'],0,1,0
60018003390959-JUNE23,['2'],0,1,0
60018003391014-JUNE23,['2'],0,1,0
60018003391029-JUNE23,['2'],0,1,0
60018003391043-JUNE23,['2'],0,1,0
60018003391058-JUNE23,['2'],0,1,0
60018003391113-JUNE23,['2'],0,1,0
60018003391128-JUNE23,['2'],0,1,0
60018003391143-JUNE23,['2'],0,1,0
60018003391158-JUNE23,['2'],0,1,0
60018003391213-JUNE23,['2'],0,1,0
60018003391228-JUNE23,['2'],0,1,0
60018003391243-JUNE23,['2'],0,1,0
60018003391258-JUNE23,['2'],0,1,0
60018003391313-JUNE23,['2'],0,1,0
60018003391328-JUNE23,['2'],0,1,0
60018003391343-JUNE23,['2'],0,1,0
60018003391358-JUNE23,['2'],0,1,0
60018003391413-JUNE23,['2'],0,1,0
60018003391428-JUNE23,['2'],0,1,0
60018003391443-JUNE23,['2'],0,1,0
60018003391458-JUNE23,['2'],0,1,0
60018003391513-JUNE23,['2'],0,1,0
60018003391528-JUNE23,['2'],0,1,0
60018003391543-JUNE23,['2'],0,1,0
60018003391558-JUNE23,['2'],0,1,0
60018003391614-JUNE23,['2'],0,1,0
60018003391630-JUNE23,['2'],0,1,0
60018003391645-JUNE23,['2'],0,1,0
60018003391700-JUNE23,['2'],0,1,0
60018003391715-JUNE23,['2'],0,1,0
60020007890801-JUNE23,['0'],1,0,0
60020007890817-JUNE23,['0'],1,0,0
60020007890849-JUNE23,['0'],1,0,0
60020007890900-JUNE23,['0'],1,0,0
60020007890924-JUNE23,['0'],1,0,0
60020007890936-JUNE23,['0'],1,0,0
60020007890947-JUNE23,['0'],1,0,0
60020007890958-JUNE23,['0'],1,0,0
60020007891010-JUNE23,['0'],1,0,0
60020007891033-JUNE23,['0'],1,0,0
60020007891045-JUNE23,['0'],1,0,0
60020007891057-JUNE23,['0'],1,0,0
60020007891109-JUNE23,['0'],1,0,0
60020007891121-JUNE23,['0'],1,0,0
60020007891132-JUNE23,['0'],1,0,0
60020007891144-JUNE23,['0'],1,0,0
60020007891155-JUNE23,['0'],1,0,0
60020007891206-JUNE23,['0'],1,0,0
60020007891218-JUNE23,['0'],1,0,0
60020007891230-JUNE23,['0'],1,0,0
60020007891242-JUNE23,['0'],1,0,0
60020007891254-JUNE23,['0'],1,0,0
60020007891306-JUNE23,['0'],1,0,0
60020007891318-JUNE23,['0'],1,0,0
60020007891330-JUNE23,['0'],1,0,0
60020007891342-JUNE23,['0'],1,0,0
60020007891354-JUNE23,['0'],1,0,0
60020007891406-JUNE23,['0'],1,0,0
60020007891418-JUNE23,['0'],1,0,0
60020007891430-JUNE23,['0'],1,0,0
60020007891442-JUNE23,['0'],1,0,0
60020007891454-JUNE23,['0'],1,0,0
60020007891506-JUNE23,['0'],1,0,0
60020007891518-JUNE23,['0'],1,0,0
60020007891530-JUNE23,['0'],1,0,0
60020007891542-JUNE23,['0'],1,0,0
60020007891554-JUNE23,['0'],1,0,0
60020007891606-JUNE23,['0'],1,0,0
60020007891618-JUNE23,['0'],1,0,0
60020007891631-JUNE23,['0'],1,0,0
60020007891643-JUNE23,['0'],1,0,0
60020007891655-JUNE23,['0'],1,0,0
60020007891708-JUNE23,['0'],1,0,0
60020007891732-JUNE23,['0'],1,0,0
60020007891744-JUNE23,['0'],1,0,0
60020007891818-JUNE23,['0'],1,0,0
60020007892136-JUNE23,['0'],1,0,0
60020007920835-JUNE23,['0'],1,0,0
60020007920845-JUNE23,['0'],1,0,0
60020007920918-JUNE23,['0'],1,0,0
60020007921027-JUNE23,['0'],1,0,0
60020007921938-JUNE23,['0'],1,0,0
60020007922008-JUNE23,['0'],1,0,0
60020007922039-JUNE23,['0'],1,0,0
60020008010631-JUNE23,['0'],1,0,0
60020008010657-JUNE23,['0'],1,0,0
60020008010739-JUNE23,['0'],1,0,0
60020008010810-JUNE23,['0'],1,0,0
60020008010835-JUNE23,['0'],1,0,0
60020008010910-JUNE23,['0'],1,0,0
60020008010922-JUNE23,['0'],1,0,0
60020008010946-JUNE23,['0'],1,0,0
60020008010957-JUNE23,['0'],1,0,0
60020008011009-JUNE23,['0'],1,0,0
60020008011020-JUNE23,['0'],1,0,0
60020008011032-JUNE23,['0'],1,0,0
60020008011044-JUNE23,['0'],1,0,0
60020008011055-JUNE23,['0'],1,0,0
60020008011107-JUNE23,['0'],1,0,0
60020008011119-JUNE23,['0'],1,0,0
60020008011131-JUNE23,['0'],1,0,0
60020008011143-JUNE23,['0'],1,0,0
60020008011155-JUNE23,['0'],1,0,0
60020008011207-JUNE23,['0'],1,0,0
60020008011219-JUNE23,['0'],1,0,0
60020008011231-JUNE23,['0'],1,0,0
60020008011243-JUNE23,['0'],1,0,0
60020008011255-JUNE23,['0'],1,0,0
60020008011307-JUNE23,['0'],1,0,0
60020008011319-JUNE23,['0'],1,0,0
60020008011331-JUNE23,['0'],1,0,0
60020008011343-JUNE23,['0'],1,0,0
60020008011355-JUNE23,['0'],1,0,0
60020008011407-JUNE23,['0'],1,0,0
60020008011419-JUNE23,['0'],1,0,0
60020008011431-JUNE23,['0'],1,0,0
60020008011443-JUNE23,['0'],1,0,0
60020008011455-JUNE23,['0'],1,0,0
60020008011507-JUNE23,['0'],1,0,0
60020008011519-JUNE23,['0'],1,0,0
60020008011531-JUNE23,['0'],1,0,0
60020008011543-JUNE23,['0'],1,0,0
60020008011555-JUNE23,['0'],1,0,0
60020008011607-JUNE23,['0'],1,0,0
60020008011619-JUNE23,['0'],1,0,0
60020008011643-JUNE23,['0'],1,0,0
60020008011655-JUNE23,['0'],1,0,0
60020008011732-JUNE23,['0'],1,0,0
60020008011924-JUNE23,['0'],1,0,0
60020008011947-JUNE23,['0'],1,0,0
60020008031631-JUNE23,['0'],1,0,0
60020008031707-JUNE23,['0'],1,0,0
60020008031719-JUNE23,['0'],1,0,0
60020008031744-JUNE23,['0'],1,0,0
60020008031756-JUNE23,['0'],1,0,0
60020008031808-JUNE23,['0'],1,0,0
60020008031820-JUNE23,['0'],1,0,0
60020008031833-JUNE23,['0'],1,0,0
60020008031848-JUNE23,['0'],1,0,0
60020008031904-JUNE23,['0'],1,0,0
60020008082010-JUNE23,['0' '2'],1,1,0
60020008082041-JUNE23,['0' '2'],1,1,0
60020008082112-JUNE23,['0' '2'],1,1,0
60020008082142-JUNE23,['0' '2'],1,1,0
60020008082213-JUNE23,['0' '2'],1,1,0
60020008082247-JUNE23,['0' '2'],1,1,0
60020008082317-JUNE23,['0' '2'],1,1,0
60020008082347-JUNE23,['0' '2'],1,1,0
60020008082417-JUNE23,['0' '2'],1,1,0
60020008082447-JUNE23,['0' '2'],1,1,0
60020008082517-JUNE23,['0' '2'],1,1,0
60020008082547-JUNE23,['0' '2'],1,1,0
60020008082618-JUNE23,['0' '2'],1,1,0
60020008082648-JUNE23,['0' '2'],1,1,0
60020008082718-JUNE23,['0' '2'],1,1,0
60020008082748-JUNE23,['0' '2'],1,1,0
60020008090416-JUNE23,['2'],0,1,0
60020008090443-JUNE23,['2'],0,1,0
60020008090510-JUNE23,['2'],0,1,0
60020008090537-JUNE23,['2'],0,1,0
60020008090606-JUNE23,['2'],0,1,0
60020008100502-JUNE23,['0'],1,0,0
60020008100533-JUNE23,['0'],1,0,0
60020008100603-JUNE23,['0'],1,0,0
60020008100632-JUNE23,['0'],1,0,0
60020008100703-JUNE23,['0'],1,0,0
60020008100731-JUNE23,['0'],1,0,0
60020008102154-JUNE23,['0'],1,0,0
60020008102224-JUNE23,['0'],1,0,0
60020008102257-JUNE23,['0'],1,0,0
60020008102330-JUNE23,['0'],1,0,0
60020008102401-JUNE23,['0'],1,0,0
60020008102434-JUNE23,['0'],1,0,0
60020008102504-JUNE23,['0'],1,0,0
60020008102534-JUNE23,['0'],1,0,0
60020008102604-JUNE23,['0'],1,0,0
60020008102634-JUNE23,['0'],1,0,0
60020008112704-JUNE23,['0'],1,0,0
60020008112734-JUNE23,['0'],1,0,0
60020008112804-JUNE23,['0'],1,0,0
60020008112834-JUNE23,['0'],1,0,0
60028006300531-JUNE23,['0'],1,0,0
60028006300610-JUNE23,['0'],1,0,0
60028006300630-JUNE23,['0'],1,0,0
60028006300713-JUNE23,['0'],1,0,0
60028006300811-JUNE23,['0'],1,0,0
60028006300836-JUNE23,['0'],1,0,0
60028006300859-JUNE23,['0'],1,0,0
60028006300923-JUNE23,['0'],1,0,0
60028006300947-JUNE23,['0'],1,0,0
60028006301011-JUNE23,['0'],1,0,0
60028006301034-JUNE23,['0'],1,0,0
60028006301058-JUNE23,['0'],1,0,0
60028006301120-JUNE23,['0'],1,0,0
60028006301144-JUNE23,['0'],1,0,0
60028006301207-JUNE23,['0'],1,0,0
60028006301231-JUNE23,['0'],1,0,0
60028006301255-JUNE23,['0'],1,0,0
60028006301319-JUNE23,['0'],1,0,0
60028006301343-JUNE23,['0'],1,0,0
60028006301406-JUNE23,['0'],1,0,0
60028006301430-JUNE23,['0'],1,0,0
60028006301454-JUNE23,['0'],1,0,0
60028006301518-JUNE23,['0'],1,0,0
60028006301542-JUNE23,['0'],1,0,0
60028006301607-JUNE23,['0'],1,0,0
60028006301631-JUNE23,['0'],1,0,0
60028006301658-JUNE23,['0'],1,0,0
60028006301727-JUNE23,['0'],1,0,0
60028006301741-JUNE23,['0'],1,0,0
60028006301756-JUNE23,['0'],1,0,0
60028006301813-JUNE23,['0'],1,0,0
60028006301834-JUNE23,['0'],1,0,0
60028006301855-JUNE23,['0'],1,0,0
60028006301915-JUNE23,['0'],1,0,0
60028006301939-JUNE23,['0'],1,0,0
60028006302004-JUNE23,['0'],1,0,0
60028006302029-JUNE23,['0'],1,0,0
60028006302132-JUNE23,['0'],1,0,0
60028006302232-JUNE23,['0'],1,0,0
60028006302332-JUNE23,['0'],1,0,0
60028006302432-JUNE23,['0'],1,0,0
60028006322101-JUNE23,['0'],1,0,0
60028006322201-JUNE23,['0'],1,0,0
60028006322301-JUNE23,['0'],1,0,0
60028006322401-JUNE23,['0'],1,0,0
60028006322501-JUNE23,['0'],1,0,0
60028006340449-JUNE23,['0'],1,0,0
60028006340514-JUNE23,['0'],1,0,0
60028006340552-JUNE23,['0'],1,0,0
60028006340646-JUNE23,['0'],1,0,0
60028006340744-JUNE23,['0'],1,0,0
60028006460658-JUNE23,['0'],1,0,0
60028006460727-JUNE23,['0'],1,0,0
60028006460757-JUNE23,['0'],1,0,0
60028006460824-JUNE23,['0'],1,0,0
60028006460847-JUNE23,['0'],1,0,0
60028006460911-JUNE23,['0'],1,0,0
60028006460935-JUNE23,['0'],1,0,0
60028006460959-JUNE23,['0'],1,0,0
60028006461022-JUNE23,['0'],1,0,0
60028006461046-JUNE23,['0'],1,0,0
60028006461132-JUNE23,['0'],1,0,0
60028006461155-JUNE23,['0'],1,0,0
60028006461219-JUNE23,['0'],1,0,0
60028006461243-JUNE23,['0'],1,0,0
60028006461307-JUNE23,['0'],1,0,0
60028006461331-JUNE23,['0'],1,0,0
60028006461354-JUNE23,['0'],1,0,0
60028006461418-JUNE23,['0'],1,0,0
60028006461442-JUNE23,['0'],1,0,0
60028006461506-JUNE23,['0'],1,0,0
60028006461530-JUNE23,['0'],1,0,0
60028006461555-JUNE23,['0'],1,0,0
60028006461619-JUNE23,['0'],1,0,0
60028006461644-JUNE23,['0'],1,0,0
60028006461712-JUNE23,['0'],1,0,0
60028006481545-JUNE23,['0'],1,0,0
60028006481634-JUNE23,['0'],1,0,0
60028006481658-JUNE23,['0'],1,0,0
60028006481822-JUNE23,['0'],1,0,0
60028006482117-JUNE23,['0'],1,0,0
60028006482425-JUNE23,['0'],1,0,0
60028006482459-JUNE23,['0'],1,0,0
60028006490424-JUNE23,['0'],1,0,0
60028006490454-JUNE23,['0'],1,0,0
60028006490518-JUNE23,['0'],1,0,0
60028006490537-JUNE23,['0'],1,0,0
60028006490557-JUNE23,['0'],1,0,0
60028006490615-JUNE23,['0'],1,0,0
60028006490631-JUNE23,['0'],1,0,0
60028006490645-JUNE23,['0'],1,0,0
60028006490657-JUNE23,['0'],1,0,0
60028006490712-JUNE23,['0'],1,0,0
60028006490727-JUNE23,['0'],1,0,0
60028006490751-JUNE23,['0'],1,0,0
60028006490815-JUNE23,['0'],1,0,0
60028006490839-JUNE23,['0'],1,0,0
60028006490903-JUNE23,['0'],1,0,0
60028006490926-JUNE23,['0'],1,0,0
60028006490950-JUNE23,['0'],1,0,0
60028006491012-JUNE23,['0'],1,0,0
60028006491034-JUNE23,['0'],1,0,0
60028006491058-JUNE23,['0'],1,0,0
60028006491122-JUNE23,['0'],1,0,0
60028006491146-JUNE23,['0'],1,0,0
60028006491210-JUNE23,['0'],1,0,0
60028006491233-JUNE23,['0'],1,0,0
60028006491257-JUNE23,['0'],1,0,0
60028006491321-JUNE23,['0'],1,0,0
60028006491345-JUNE23,['0'],1,0,0
60028006491409-JUNE23,['0'],1,0,0
60028006491433-JUNE23,['0'],1,0,0
60028006491457-JUNE23,['0'],1,0,0
60028006491521-JUNE23,['0'],1,0,0
60028006491609-JUNE23,['0'],1,0,0
60028006491723-JUNE23,['0'],1,0,0
60028006491752-JUNE23,['0'],1,0,0
60028006491840-JUNE23,['0'],1,0,0
60028006491900-JUNE23,['0'],1,0,0
60028006491923-JUNE23,['0'],1,0,0
60028006491946-JUNE23,['0'],1,0,0
60028006492017-JUNE23,['0'],1,0,0
60028006492047-JUNE23,['0'],1,0,0
60028006492148-JUNE23,['0'],1,0,0
60028006492218-JUNE23,['0'],1,0,0
60028006492249-JUNE23,['0'],1,0,0
60028006492320-JUNE23,['0'],1,0,0
60028006492355-JUNE23,['0'],1,0,0
60028006510757-JUNE23,['0'],1,0,0
60028006510821-JUNE23,['0'],1,0,0
60028006510845-JUNE23,['0'],1,0,0
60028006510909-JUNE23,['0'],1,0,0
60028006510933-JUNE23,['0'],1,0,0
60028006510956-JUNE23,['0'],1,0,0
60028006511020-JUNE23,['0'],1,0,0
60028006511042-JUNE23,['0'],1,0,0
60028006511106-JUNE23,['0'],1,0,0
60028006511130-JUNE23,['0'],1,0,0
60028006511154-JUNE23,['0'],1,0,0
60028006511218-JUNE23,['0'],1,0,0
60028006511242-JUNE23,['0'],1,0,0
60028006511306-JUNE23,['0'],1,0,0
60028006511330-JUNE23,['0'],1,0,0
60028006511354-JUNE23,['0'],1,0,0
60028006511418-JUNE23,['0'],1,0,0
60028006511442-JUNE23,['0'],1,0,0
60028006511506-JUNE23,['0'],1,0,0
60028006511530-JUNE23,['0'],1,0,0
60028006511554-JUNE23,['0'],1,0,0
60028006511618-JUNE23,['0'],1,0,0
60028006511643-JUNE23,['0'],1,0,0
60028006511707-JUNE23,['0'],1,0,0
60028006511731-JUNE23,['0'],1,0,0
60028006511827-JUNE23,['0'],1,0,0
60030008150440-JUNE23,['0'],1,0,0
60030008150534-JUNE23,['0'],1,0,0
60030008150552-JUNE23,['0'],1,0,0
60030008150610-JUNE23,['0'],1,0,0
60030008150627-JUNE23,['0'],1,0,0
60030008150644-JUNE23,['0'],1,0,0
60030008150700-JUNE23,['0'],1,0,0
60030008150714-JUNE23,['0'],1,0,0
60030008150725-JUNE23,['0'],1,0,0
60030008150736-JUNE23,['0'],1,0,0
60030008150747-JUNE23,['0'],1,0,0
60030008150758-JUNE23,['0'],1,0,0
60030008150808-JUNE23,['0'],1,0,0
60030008150817-JUNE23,['0'],1,0,0
60030008150827-JUNE23,['0'],1,0,0
60030008150837-JUNE23,['0'],1,0,0
60030008150846-JUNE23,['0'],1,0,0
60030008150856-JUNE23,['0'],1,0,0
60030008150906-JUNE23,['0'],1,0,0
60030008150916-JUNE23,['0'],1,0,0
60030008150926-JUNE23,['0'],1,0,0
60030008150936-JUNE23,['0'],1,0,0
60030008150946-JUNE23,['0'],1,0,0
60030008150956-JUNE23,['0'],1,0,0
60030008151006-JUNE23,['0'],1,0,0
60030008151016-JUNE23,['0'],1,0,0
60030008151026-JUNE23,['0'],1,0,0
60030008151036-JUNE23,['0'],1,0,0
60030008151045-JUNE23,['0'],1,0,0
60030008151055-JUNE23,['0'],1,0,0
60030008151105-JUNE23,['0'],1,0,0
60030008151115-JUNE23,['0'],1,0,0
60030008151125-JUNE23,['0'],1,0,0
60030008151135-JUNE23,['0'],1,0,0
60030008151145-JUNE23,['0'],1,0,0
60030008151155-JUNE23,['0'],1,0,0
60030008151205-JUNE23,['0'],1,0,0
60030008151215-JUNE23,['0'],1,0,0
60030008151225-JUNE23,['0'],1,0,0
60030008151235-JUNE23,['0'],1,0,0
60030008151245-JUNE23,['0'],1,0,0
60030008151255-JUNE23,['0'],1,0,0
60030008151305-JUNE23,['0'],1,0,0
60030008151315-JUNE23,['0'],1,0,0
60030008151325-JUNE23,['0'],1,0,0
60030008151335-JUNE23,['0'],1,0,0
60030008151345-JUNE23,['0'],1,0,0
60030008151355-JUNE23,['0'],1,0,0
60030008151405-JUNE23,['0'],1,0,0
60030008151415-JUNE23,['0'],1,0,0
60030008151425-JUNE23,['0'],1,0,0
60030008151435-JUNE23,['0'],1,0,0
60030008151445-JUNE23,['0'],1,0,0
60030008151455-JUNE23,['0'],1,0,0
60030008151505-JUNE23,['0'],1,0,0
60030008151515-JUNE23,['0'],1,0,0
60030008151525-JUNE23,['0'],1,0,0
60030008151535-JUNE23,['0'],1,0,0
60030008151545-JUNE23,['0'],1,0,0
60030008151555-JUNE23,['0'],1,0,0
60030008151605-JUNE23,['0'],1,0,0
60030008151615-JUNE23,['0'],1,0,0
60030008151625-JUNE23,['0'],1,0,0
60030008151635-JUNE23,['0'],1,0,0
60030008151645-JUNE23,['0'],1,0,0
60030008151655-JUNE23,['0'],1,0,0
60030008151706-JUNE23,['0'],1,0,0
60030008151719-JUNE23,['0'],1,0,0
60030008151734-JUNE23,['0'],1,0,0
60030008151751-JUNE23,['0'],1,0,0
60030008151808-JUNE23,['0'],1,0,0
60030008151826-JUNE23,['0'],1,0,0
60030008151846-JUNE23,['0'],1,0,0
60030008151908-JUNE23,['0'],1,0,0
60030008151934-JUNE23,['0'],1,0,0
60030008152004-JUNE23,['0'],1,0,0
60030008152105-JUNE23,['0'],1,0,0
60030008160453-JUNE23,['0'],1,0,0
60030008160544-JUNE23,['0'],1,0,0
60030008160611-JUNE23,['0'],1,0,0
60030008160629-JUNE23,['0'],1,0,0
60030008160647-JUNE23,['0'],1,0,0
60030008160702-JUNE23,['0'],1,0,0
60030008160717-JUNE23,['0'],1,0,0
60030008160730-JUNE23,['0'],1,0,0
60030008160744-JUNE23,['0'],1,0,0
60030008160758-JUNE23,['0'],1,0,0
60030008160812-JUNE23,['0'],1,0,0
60030008160823-JUNE23,['0'],1,0,0
60030008160833-JUNE23,['0'],1,0,0
60030008160842-JUNE23,['0'],1,0,0
60030008160851-JUNE23,['0'],1,0,0
60030008160901-JUNE23,['0'],1,0,0
60030008160911-JUNE23,['0'],1,0,0
60030008160921-JUNE23,['0'],1,0,0
60030008160931-JUNE23,['0'],1,0,0
60030008160941-JUNE23,['0'],1,0,0
60030008160951-JUNE23,['0'],1,0,0
60030008161001-JUNE23,['0'],1,0,0
60030008161011-JUNE23,['0'],1,0,0
60030008161021-JUNE23,['0'],1,0,0
60030008161031-JUNE23,['0'],1,0,0
60030008161041-JUNE23,['0'],1,0,0
60030008161051-JUNE23,['0'],1,0,0
60030008161101-JUNE23,['0'],1,0,0
60030008161111-JUNE23,['0'],1,0,0
60030008161120-JUNE23,['0'],1,0,0
60030008161130-JUNE23,['0'],1,0,0
60030008161141-JUNE23,['0'],1,0,0
60030008161151-JUNE23,['0'],1,0,0
60030008161201-JUNE23,['0'],1,0,0
60030008161211-JUNE23,['0'],1,0,0
60030008161221-JUNE23,['0'],1,0,0
60030008161231-JUNE23,['0'],1,0,0
60030008161241-JUNE23,['0'],1,0,0
60030008161251-JUNE23,['0'],1,0,0
60030008161301-JUNE23,['0'],1,0,0
60030008161311-JUNE23,['0'],1,0,0
60030008161321-JUNE23,['0'],1,0,0
60030008161331-JUNE23,['0'],1,0,0
60030008161341-JUNE23,['0'],1,0,0
60030008161351-JUNE23,['0'],1,0,0
60030008161401-JUNE23,['0'],1,0,0
60030008161411-JUNE23,['0'],1,0,0
60030008161421-JUNE23,['0'],1,0,0
60030008161431-JUNE23,['0'],1,0,0
60030008161441-JUNE23,['0'],1,0,0
60030008161451-JUNE23,['0'],1,0,0
60030008161501-JUNE23,['0'],1,0,0
